trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2021-06-01 00:00:00 +0000 +0000,2,62,35.4076655052264808
2021-07-14 00:00:00 +0000 +0000,2,65,34.5034722222222222
2021-05-29 00:00:00 +0000 +0000,1,20,8.6006944444444444
2018-09-11 00:00:00 +0000 +0000,1,54,25.5229681978798587
2022-05-21 00:00:00 +0000 +0000,1,63,27.9065533980582524
2017-06-20 00:00:00 +0000 +0000,1,56,26.1584507042253521
2024-05-05 00:00:00 +0000 +0000,1,62,28.5621301775147929
2021-03-22 00:00:00 +0000 +0000,4,76,35.2569444444444444
2019-01-17 00:00:00 +0000 +0000,2,65,26.9337979094076655
2016-08-03 00:00:00 +0000 +0000,1,90,34.6363636363636364
2022-10-13 00:00:00 +0000 +0000,1,76,32.1394640682095006
2021-12-01 00:00:00 +0000 +0000,1,76,33.7587412587412587
2016-10-23 00:00:00 +0000 +0000,1,49,22.1498257839721254
2016-09-06 00:00:00 +0000 +0000,1,71,30.9087719298245614
2016-01-04 00:00:00 +0000 +0000,4,62,27.4285714285714286
2018-08-16 00:00:00 +0000 +0000,1,58,26.0243902439024390
2022-11-09 00:00:00 +0000 +0000,1,83,40.4209726443768997
2020-09-02 00:00:00 +0000 +0000,4,65,31.4097222222222222
2018-07-31 00:00:00 +0000 +0000,1,54,23.0694444444444444
2018-01-09 00:00:00 +0000 +0000,1,64,25.9755244755244755
2022-08-10 00:00:00 +0000 +0000,1,65,27.9227985524728589
2021-04-05 00:00:00 +0000 +0000,4,78,37.5804195804195804
2023-10-20 00:00:00 +0000 +0000,1,74,33.2543604651162791
2020-10-04 00:00:00 +0000 +0000,1,44,20.7569444444444444
2018-07-28 00:00:00 +0000 +0000,1,36,17.7743055555555556
2022-03-16 00:00:00 +0000 +0000,2,71,34.2187500000000000
2023-04-05 00:00:00 +0000 +0000,1,83,31.8901515151515152
2015-09-23 00:00:00 +0000 +0000,1,29,7.7317073170731707
2021-02-08 00:00:00 +0000 +0000,2,72,38.2789855072463768
2020-12-24 00:00:00 +0000 +0000,4,78,32.6382252559726962
2016-12-20 00:00:00 +0000 +0000,4,81,32.8785046728971963
2022-04-03 00:00:00 +0000 +0000,1,27,9.6821705426356589
2016-05-13 00:00:00 +0000 +0000,2,78,41.3597122302158273
2022-05-09 00:00:00 +0000 +0000,1,71,36.7213270142180095
2023-08-19 00:00:00 +0000 +0000,1,56,25.7370417193426043
2016-04-29 00:00:00 +0000 +0000,2,76,38.3090277777777778
2019-07-22 00:00:00 +0000 +0000,1,49,24.4722222222222222
2018-04-25 00:00:00 +0000 +0000,1,58,26.2951388888888889
2022-02-24 00:00:00 +0000 +0000,6,80,41.9513888888888889
2024-01-27 00:00:00 +0000 +0000,1,72,33.7073863636363636
2022-01-19 00:00:00 +0000 +0000,6,60,31.2465277777777778
2019-11-18 00:00:00 +0000 +0000,2,69,31.1149825783972125
2023-03-23 00:00:00 +0000 +0000,1,74,26.2748618784530387
2018-12-12 00:00:00 +0000 +0000,1,60,29.0212765957446809
2016-11-22 00:00:00 +0000 +0000,1,67,27.0416666666666667
2022-02-15 00:00:00 +0000 +0000,1,65,29.7048611111111111
2021-09-02 00:00:00 +0000 +0000,2,72,40.2734693877551020
2020-01-16 00:00:00 +0000 +0000,4,69,31.5243055555555556
2017-08-30 00:00:00 +0000 +0000,1,15,6.7605633802816901
2023-11-29 00:00:00 +0000 +0000,1,90,44.5029761904761905
2020-08-02 00:00:00 +0000 +0000,1,29,12.4169611307420495
2017-10-26 00:00:00 +0000 +0000,1,57,27.0871080139372822
2021-04-08 00:00:00 +0000 +0000,2,72,42.2430555555555556
2019-12-30 00:00:00 +0000 +0000,4,71,37.0551724137931034
2020-07-09 00:00:00 +0000 +0000,4,60,28.8784722222222222
2022-02-02 00:00:00 +0000 +0000,4,78,40.0833333333333333
2018-08-31 00:00:00 +0000 +0000,1,53,22.6914893617021277
2023-11-24 00:00:00 +0000 +0000,1,83,35.2941176470588235
2021-09-19 00:00:00 +0000 +0000,1,49,24.5760000000000000
2022-12-17 00:00:00 +0000 +0000,1,69,28.5550595238095238
2023-02-25 00:00:00 +0000 +0000,1,65,30.3351278600269179
2017-09-25 00:00:00 +0000 +0000,1,51,26.5330882352941176
2016-04-18 00:00:00 +0000 +0000,1,65,32.0912280701754386
2023-10-13 00:00:00 +0000 +0000,1,81,36.9389610389610390
2021-05-14 00:00:00 +0000 +0000,1,20,2.9126984126984127
2018-04-20 00:00:00 +0000 +0000,1,71,36.2881944444444444
2017-02-20 00:00:00 +0000 +0000,2,63,28.5555555555555556
2020-03-18 00:00:00 +0000 +0000,4,54,20.8461538461538462
2021-11-24 00:00:00 +0000 +0000,9,71,37.0483870967741935
2017-02-24 00:00:00 +0000 +0000,1,61,28.2152777777777778
2020-04-25 00:00:00 +0000 +0000,1,15,6.1498257839721254
2019-06-11 00:00:00 +0000 +0000,1,54,24.5894736842105263
2017-07-19 00:00:00 +0000 +0000,1,57,25.9298892988929889
2016-01-06 00:00:00 +0000 +0000,8,74,40.8905109489051095
2021-08-04 00:00:00 +0000 +0000,2,69,32.7187500000000000
2017-01-02 00:00:00 +0000 +0000,1,58,21.8020833333333333
2022-10-06 00:00:00 +0000 +0000,1,78,32.8026734563971992
2016-10-07 00:00:00 +0000 +0000,1,71,28.8257839721254355
2015-08-20 00:00:00 +0000 +0000,2,67,32.0312500000000000
2020-03-16 00:00:00 +0000 +0000,8,56,24.1863799283154122
2024-05-06 00:00:00 +0000 +0000,1,74,34.4238410596026490
2021-05-17 00:00:00 +0000 +0000,1,65,26.8289962825278810
2023-06-23 00:00:00 +0000 +0000,1,67,38.7268965517241379
2017-06-25 00:00:00 +0000 +0000,1,51,25.2743055555555556
2024-02-05 00:00:00 +0000 +0000,1,76,32.3520923520923521
2022-01-11 00:00:00 +0000 +0000,2,71,35.1597222222222222
2018-11-11 00:00:00 +0000 +0000,1,63,28.8954703832752613
2020-06-09 00:00:00 +0000 +0000,4,54,25.5756457564575646
2017-05-27 00:00:00 +0000 +0000,1,36,13.8013937282229965
2018-05-27 00:00:00 +0000 +0000,1,33,10.9270833333333333
2017-01-25 00:00:00 +0000 +0000,9,65,35.9125475285171103
2020-06-15 00:00:00 +0000 +0000,8,54,26.3549488054607509
2016-03-15 00:00:00 +0000 +0000,6,90,38.4673913043478261
2022-02-26 00:00:00 +0000 +0000,1,56,25.6736111111111111
2017-09-15 00:00:00 +0000 +0000,1,64,30.2530120481927711
2021-01-11 00:00:00 +0000 +0000,2,67,33.4618055555555556
2021-04-24 00:00:00 +0000 +0000,1,13,5.7916666666666667
2018-10-23 00:00:00 +0000 +0000,1,56,23.2132867132867133
2017-04-04 00:00:00 +0000 +0000,1,53,24.7622377622377622
2016-01-23 00:00:00 +0000 +0000,4,58,28.2926829268292683
2017-04-19 00:00:00 +0000 +0000,1,56,25.9609929078014184
2022-06-27 00:00:00 +0000 +0000,1,67,29.4354722422494593
2016-10-15 00:00:00 +0000 +0000,1,62,28.9618055555555556
2024-05-14 00:00:00 +0000 +0000,1,74,34.3630229419703104
2020-02-20 00:00:00 +0000 +0000,6,76,39.0395683453237410
2017-05-31 00:00:00 +0000 +0000,1,54,22.2543554006968641
2018-08-09 00:00:00 +0000 +0000,1,60,26.4826388888888889
2016-04-23 00:00:00 +0000 +0000,1,53,25.8472222222222222
2022-01-09 00:00:00 +0000 +0000,2,29,13.3506944444444444
2021-10-21 00:00:00 +0000 +0000,4,76,36.5034722222222222
2021-04-18 00:00:00 +0000 +0000,1,11,2.9583333333333333
2018-06-26 00:00:00 +0000 +0000,1,47,21.6794425087108014
2023-05-07 00:00:00 +0000 +0000,8,74,42.0334190231362468
2015-09-05 00:00:00 +0000 +0000,1,62,31.4548611111111111
2020-01-19 00:00:00 +0000 +0000,4,49,23.9747292418772563
2016-04-27 00:00:00 +0000 +0000,2,69,38.8466898954703833
2019-09-07 00:00:00 +0000 +0000,1,56,28.1076388888888889
2021-11-18 00:00:00 +0000 +0000,1,78,36.1533101045296167
2022-03-22 00:00:00 +0000 +0000,2,67,34.3888888888888889
2015-11-07 00:00:00 +0000 +0000,1,69,30.0940766550522648
2021-06-20 00:00:00 +0000 +0000,1,17,2.6341463414634146
2020-10-24 00:00:00 +0000 +0000,2,53,25.5877862595419847
2024-05-24 00:00:00 +0000 +0000,1,71,36.0625798212005109
2016-03-09 00:00:00 +0000 +0000,4,71,36.4425087108013937
2015-10-02 00:00:00 +0000 +0000,1,67,32.5894736842105263
2023-09-04 00:00:00 +0000 +0000,1,71,31.7954847277556441
2022-04-04 00:00:00 +0000 +0000,1,69,24.7775700934579439
2023-01-06 00:00:00 +0000 +0000,1,76,32.1488020176544767
2019-06-03 00:00:00 +0000 +0000,1,26,8.3897637795275591
2021-10-26 00:00:00 +0000 +0000,1,71,35.4666666666666667
2019-05-20 00:00:00 +0000 +0000,1,45,15.5431034482758621
2021-02-24 00:00:00 +0000 +0000,4,69,35.8159722222222222
2019-11-21 00:00:00 +0000 +0000,4,76,33.1875000000000000
2023-03-21 00:00:00 +0000 +0000,1,80,36.3448275862068966
2022-03-24 00:00:00 +0000 +0000,1,76,32.9198337292161520
2017-05-01 00:00:00 +0000 +0000,1,29,11.4930555555555556
2022-03-03 00:00:00 +0000 +0000,4,69,34.4861111111111111
2024-01-17 00:00:00 +0000 +0000,1,85,34.6677524429967427
2018-05-10 00:00:00 +0000 +0000,6,63,31.3461538461538462
2018-04-09 00:00:00 +0000 +0000,1,60,26.3797909407665505
2017-03-14 00:00:00 +0000 +0000,2,64,32.4551971326164875
2023-12-10 00:00:00 +0000 +0000,1,67,22.6120358514724712
2017-03-09 00:00:00 +0000 +0000,1,71,31.4626865671641791
2018-08-08 00:00:00 +0000 +0000,1,60,26.0798611111111111
2018-03-05 00:00:00 +0000 +0000,1,58,23.8501742160278746
2022-07-12 00:00:00 +0000 +0000,1,31,10.8660656793303284
2018-05-26 00:00:00 +0000 +0000,1,40,18.1153846153846154
2016-05-06 00:00:00 +0000 +0000,4,83,42.2508710801393728
2020-01-25 00:00:00 +0000 +0000,6,60,31.3402777777777778
2020-03-30 00:00:00 +0000 +0000,2,18,10.2097902097902098
2023-12-31 00:00:00 +0000 +0000,1,42,11.3455344070278184
2023-06-04 00:00:00 +0000 +0000,1,67,28.2876506024096386
2021-06-17 00:00:00 +0000 +0000,1,60,31.6284722222222222
2016-07-18 00:00:00 +0000 +0000,2,69,37.9547038327526132
2016-05-09 00:00:00 +0000 +0000,1,62,33.4028268551236749
2020-01-27 00:00:00 +0000 +0000,4,65,29.9166666666666667
2019-05-05 00:00:00 +0000 +0000,1,47,15.8480565371024735
2017-12-04 00:00:00 +0000 +0000,1,56,26.8909774436090226
2016-02-01 00:00:00 +0000 +0000,2,76,37.7282229965156794
2023-10-02 00:00:00 +0000 +0000,1,80,33.9616368286445013
2018-02-04 00:00:00 +0000 +0000,1,62,21.7438596491228070
2023-08-02 00:00:00 +0000 +0000,1,71,31.5986754966887417
2024-04-17 00:00:00 +0000 +0000,1,81,35.1094986807387863
2024-04-07 00:00:00 +0000 +0000,1,33,12.2152230971128609
2022-01-28 00:00:00 +0000 +0000,6,69,32.7909407665505226
2016-06-25 00:00:00 +0000 +0000,2,54,27.7638888888888889
2022-11-16 00:00:00 +0000 +0000,1,80,32.8761726078799250
2018-12-18 00:00:00 +0000 +0000,1,80,36.7087719298245614
2016-05-25 00:00:00 +0000 +0000,4,72,39.3923611111111111
2016-03-17 00:00:00 +0000 +0000,4,71,36.2334494773519164
2020-07-19 00:00:00 +0000 +0000,2,27,14.3439716312056738
2016-07-05 00:00:00 +0000 +0000,1,47,19.7282229965156794
2016-01-18 00:00:00 +0000 +0000,5,60,22.3646209386281588
2018-02-13 00:00:00 +0000 +0000,1,65,25.0804195804195804
2023-01-12 00:00:00 +0000 +0000,1,78,35.7186261558784676
2022-11-06 00:00:00 +0000 +0000,1,60,21.8443427076520602
2021-08-19 00:00:00 +0000 +0000,1,69,32.9337979094076655
2020-09-20 00:00:00 +0000 +0000,2,54,19.4444444444444444
2021-11-05 00:00:00 +0000 +0000,1,80,37.6701388888888889
2023-08-11 00:00:00 +0000 +0000,1,63,31.2224880382775120
2023-02-19 00:00:00 +0000 +0000,1,53,19.4675324675324675
2018-04-04 00:00:00 +0000 +0000,1,60,28.6250000000000000
2017-01-19 00:00:00 +0000 +0000,13,69,35.1363636363636364
2020-10-20 00:00:00 +0000 +0000,2,63,31.9930313588850174
2021-04-29 00:00:00 +0000 +0000,1,71,33.9577464788732394
2019-03-15 00:00:00 +0000 +0000,2,63,28.3829787234042553
2018-07-24 00:00:00 +0000 +0000,4,56,28.6140350877192982
2021-02-12 00:00:00 +0000 +0000,2,69,40.3754385964912281
2019-04-06 00:00:00 +0000 +0000,9,51,28.0524475524475524
2019-03-29 00:00:00 +0000 +0000,1,62,29.0839160839160839
2017-04-17 00:00:00 +0000 +0000,1,71,31.6062717770034843
2020-06-25 00:00:00 +0000 +0000,4,62,29.5859649122807018
2019-08-21 00:00:00 +0000 +0000,1,53,24.8263888888888889
2019-05-15 00:00:00 +0000 +0000,1,56,21.7394366197183099
2018-12-16 00:00:00 +0000 +0000,1,40,14.9027777777777778
2020-10-19 00:00:00 +0000 +0000,4,67,30.4097222222222222
2017-08-20 00:00:00 +0000 +0000,1,31,15.5321428571428571
2019-08-28 00:00:00 +0000 +0000,1,61,28.5520833333333333
2018-09-14 00:00:00 +0000 +0000,9,65,34.5574912891986063
2020-05-10 00:00:00 +0000 +0000,1,15,6.4642857142857143
2020-04-07 00:00:00 +0000 +0000,4,17,10.2534722222222222
2020-04-17 00:00:00 +0000 +0000,1,24,11.6879432624113475
2022-12-23 00:00:00 +0000 +0000,1,85,33.4829396325459318
2019-01-26 00:00:00 +0000 +0000,1,58,24.5783972125435540
2018-10-27 00:00:00 +0000 +0000,1,54,25.0522648083623693
2023-11-12 00:00:00 +0000 +0000,1,63,24.7982954545454545
2017-11-24 00:00:00 +0000 +0000,1,65,26.5692883895131086
2016-05-21 00:00:00 +0000 +0000,1,56,29.2717770034843206
2022-09-28 00:00:00 +0000 +0000,1,69,30.3955223880597015
2019-11-14 00:00:00 +0000 +0000,4,76,33.6006944444444444
2019-11-22 00:00:00 +0000 +0000,4,76,33.5277777777777778
2015-10-19 00:00:00 +0000 +0000,1,65,29.9874213836477987
2023-12-13 00:00:00 +0000 +0000,1,78,35.4852546916890080
2019-06-05 00:00:00 +0000 +0000,1,49,21.6356589147286822
2023-08-10 00:00:00 +0000 +0000,1,65,30.9063360881542700
2015-11-16 00:00:00 +0000 +0000,1,65,25.4877192982456140
2023-12-06 00:00:00 +0000 +0000,1,87,41.1353846153846154
2019-09-22 00:00:00 +0000 +0000,1,54,22.8197879858657244
2017-10-10 00:00:00 +0000 +0000,1,59,26.6458333333333333
2024-04-10 00:00:00 +0000 +0000,1,76,41.5661016949152542
2016-02-21 00:00:00 +0000 +0000,2,42,20.2070175438596491
2018-09-28 00:00:00 +0000 +0000,1,58,25.9300699300699301
2021-04-22 00:00:00 +0000 +0000,2,80,34.1045296167247387
2022-11-22 00:00:00 +0000 +0000,1,81,32.9699017199017199
2019-07-12 00:00:00 +0000 +0000,1,56,25.5451388888888889
2022-06-30 00:00:00 +0000 +0000,1,69,28.5573074590661007
2019-09-21 00:00:00 +0000 +0000,1,62,29.0555555555555556
2022-12-18 00:00:00 +0000 +0000,1,67,22.0040268456375839
2018-03-15 00:00:00 +0000 +0000,1,65,30.1219512195121951
2020-11-06 00:00:00 +0000 +0000,15,51,29.3400000000000000
2021-08-01 00:00:00 +0000 +0000,1,36,18.2926829268292683
2022-11-10 00:00:00 +0000 +0000,1,80,32.2507778469197262
2022-11-02 00:00:00 +0000 +0000,1,74,31.7685297691373026
2023-07-18 00:00:00 +0000 +0000,1,65,31.1924577373211964
2018-09-06 00:00:00 +0000 +0000,1,60,28.1877256317689531
2024-02-10 00:00:00 +0000 +0000,1,71,33.4248447204968944
2022-06-04 00:00:00 +0000 +0000,1,62,26.1140776699029126
2020-03-13 00:00:00 +0000 +0000,6,71,32.2928571428571429
2015-08-28 00:00:00 +0000 +0000,1,78,36.8263888888888889
2022-08-13 00:00:00 +0000 +0000,1,49,23.2516320474777448
2016-10-21 00:00:00 +0000 +0000,1,71,30.8958333333333333
2024-05-09 00:00:00 +0000 +0000,1,78,36.4579945799457995
2020-08-03 00:00:00 +0000 +0000,1,24,11.9201388888888889
2017-04-14 00:00:00 +0000 +0000,1,64,29.4160839160839161
2022-11-24 00:00:00 +0000 +0000,1,83,34.4688264058679707
2023-02-21 00:00:00 +0000 +0000,1,74,32.2578313253012048
2023-09-01 00:00:00 +0000 +0000,1,67,29.8101788170563961
2021-08-15 00:00:00 +0000 +0000,1,40,17.3584229390681004
2022-09-10 00:00:00 +0000 +0000,1,62,29.5028717294192725
2023-04-09 00:00:00 +0000 +0000,1,62,23.0055555555555556
2021-06-25 00:00:00 +0000 +0000,1,63,32.7743055555555556
2020-04-28 00:00:00 +0000 +0000,1,31,11.9407665505226481
2018-12-01 00:00:00 +0000 +0000,1,51,22.0836236933797909
2021-12-24 00:00:00 +0000 +0000,2,71,32.0736842105263158
2019-11-12 00:00:00 +0000 +0000,4,63,29.3611111111111111
2022-09-17 00:00:00 +0000 +0000,1,60,28.6043822276323798
2022-09-25 00:00:00 +0000 +0000,1,60,23.6820307281229125
2023-06-29 00:00:00 +0000 +0000,1,42,17.0248833592534992
2021-05-02 00:00:00 +0000 +0000,1,9,3.4409722222222222
2016-11-20 00:00:00 +0000 +0000,1,45,17.1184668989547038
2017-10-20 00:00:00 +0000 +0000,1,59,24.8432055749128920
2023-10-04 00:00:00 +0000 +0000,1,81,35.0244956772334294
2023-03-09 00:00:00 +0000 +0000,1,72,32.4757653061224490
2020-09-06 00:00:00 +0000 +0000,1,36,17.6527777777777778
2017-10-01 00:00:00 +0000 +0000,1,53,23.8229166666666667
2022-02-01 00:00:00 +0000 +0000,4,80,36.6736111111111111
2015-12-16 00:00:00 +0000 +0000,1,81,37.2604166666666667
2018-02-15 00:00:00 +0000 +0000,1,62,26.2377622377622378
2016-05-15 00:00:00 +0000 +0000,1,65,31.2014134275618375
2017-09-07 00:00:00 +0000 +0000,1,54,25.8071428571428571
2019-07-09 00:00:00 +0000 +0000,1,51,24.2822299651567944
2020-10-03 00:00:00 +0000 +0000,2,56,28.2083333333333333
2019-12-09 00:00:00 +0000 +0000,2,65,28.1527777777777778
2020-02-24 00:00:00 +0000 +0000,6,60,28.6284722222222222
2017-08-18 00:00:00 +0000 +0000,2,57,34.3744292237442922
2016-02-13 00:00:00 +0000 +0000,2,56,29.9548611111111111
2024-03-26 00:00:00 +0000 +0000,1,81,32.5414364640883978
2022-11-05 00:00:00 +0000 +0000,1,69,27.9204328453214513
2018-08-27 00:00:00 +0000 +0000,1,42,15.3462897526501767
2017-07-17 00:00:00 +0000 +0000,1,51,24.4897959183673469
2022-03-15 00:00:00 +0000 +0000,1,67,33.3506944444444444
2017-01-09 00:00:00 +0000 +0000,15,60,40.1433691756272401
2015-12-17 00:00:00 +0000 +0000,2,72,39.7013888888888889
2022-02-27 00:00:00 +0000 +0000,1,40,15.7304964539007092
2023-12-22 00:00:00 +0000 +0000,1,90,37.6021220159151194
2018-10-29 00:00:00 +0000 +0000,1,36,14.4006968641114983
2017-12-07 00:00:00 +0000 +0000,1,57,22.8739130434782609
2023-03-25 00:00:00 +0000 +0000,1,53,19.9691876750700280
2018-08-29 00:00:00 +0000 +0000,1,53,22.5937500000000000
2022-08-07 00:00:00 +0000 +0000,1,45,17.4622991347342398
2020-12-16 00:00:00 +0000 +0000,6,67,32.3295019157088123
2017-01-08 00:00:00 +0000 +0000,2,24,7.4982578397212544
2017-01-05 00:00:00 +0000 +0000,1,76,35.1045296167247387
2020-02-22 00:00:00 +0000 +0000,4,56,28.2430555555555556
2018-06-22 00:00:00 +0000 +0000,1,63,27.5174825174825175
2019-06-01 00:00:00 +0000 +0000,1,45,20.5000000000000000
2015-12-07 00:00:00 +0000 +0000,1,71,29.8339222614840989
2022-05-29 00:00:00 +0000 +0000,1,49,22.0534493474207582
2022-01-24 00:00:00 +0000 +0000,24,90,44.9111111111111111
2020-03-29 00:00:00 +0000 +0000,4,20,9.7708333333333333
2024-05-27 00:00:00 +0000 +0000,1,83,34.9512516469038208
2016-08-11 00:00:00 +0000 +0000,2,71,34.9964412811387900
2024-02-18 00:00:00 +0000 +0000,1,58,20.2477535301668806
2020-02-07 00:00:00 +0000 +0000,6,76,32.0590277777777778
2016-12-06 00:00:00 +0000 +0000,1,80,34.7153024911032028
2016-09-12 00:00:00 +0000 +0000,1,33,11.1463414634146341
2023-04-16 00:00:00 +0000 +0000,1,51,18.4474474474474474
2019-04-09 00:00:00 +0000 +0000,2,67,26.3345070422535211
2017-07-13 00:00:00 +0000 +0000,1,56,27.4326241134751773
2016-09-13 00:00:00 +0000 +0000,1,47,18.4826388888888889
2015-12-18 00:00:00 +0000 +0000,2,72,33.0314685314685315
2021-10-27 00:00:00 +0000 +0000,1,76,38.5770750988142292
2015-12-14 00:00:00 +0000 +0000,1,76,30.2245614035087719
2015-09-14 00:00:00 +0000 +0000,1,67,29.9405204460966543
2022-02-19 00:00:00 +0000 +0000,1,62,30.3633093525179856
2016-06-17 00:00:00 +0000 +0000,1,78,36.1672473867595819
2017-01-20 00:00:00 +0000 +0000,15,69,38.1494661921708185
2016-03-11 00:00:00 +0000 +0000,6,80,40.6188811188811189
2020-02-16 00:00:00 +0000 +0000,4,45,20.5270758122743682
2019-08-11 00:00:00 +0000 +0000,1,29,12.0659722222222222
2023-11-04 00:00:00 +0000 +0000,1,65,31.0710382513661202
2022-10-04 00:00:00 +0000 +0000,1,74,31.5442393380012731
2023-04-19 00:00:00 +0000 +0000,1,72,32.4413407821229050
2020-05-22 00:00:00 +0000 +0000,6,51,26.3208955223880597
2021-04-23 00:00:00 +0000 +0000,1,11,6.0295566502463054
2022-05-05 00:00:00 +0000 +0000,1,42,16.0450395617772368
2018-03-03 00:00:00 +0000 +0000,6,60,24.2996389891696751
2017-05-15 00:00:00 +0000 +0000,1,53,26.2898550724637681
2015-11-27 00:00:00 +0000 +0000,1,74,33.9345454545454545
2020-12-09 00:00:00 +0000 +0000,6,65,29.5381944444444444
2019-10-02 00:00:00 +0000 +0000,1,63,28.4250871080139373
2021-11-22 00:00:00 +0000 +0000,1,71,31.5173611111111111
2021-09-18 00:00:00 +0000 +0000,1,63,32.1307692307692308
2017-04-12 00:00:00 +0000 +0000,1,56,27.4755244755244755
2018-02-08 00:00:00 +0000 +0000,1,69,30.6175438596491228
2015-09-10 00:00:00 +0000 +0000,4,72,36.5590277777777778
2023-09-07 00:00:00 +0000 +0000,1,76,34.3359683794466403
2018-07-03 00:00:00 +0000 +0000,1,60,27.3310104529616725
2021-12-19 00:00:00 +0000 +0000,4,44,19.5486111111111111
2023-01-08 00:00:00 +0000 +0000,1,51,16.1307189542483660
2017-05-25 00:00:00 +0000 +0000,1,64,30.6620209059233449
2023-10-03 00:00:00 +0000 +0000,1,76,34.8672199170124481
2021-11-16 00:00:00 +0000 +0000,2,78,36.4444444444444444
2017-02-23 00:00:00 +0000 +0000,1,59,27.2847222222222222
2018-01-15 00:00:00 +0000 +0000,1,54,20.6585365853658537
2017-05-24 00:00:00 +0000 +0000,1,57,28.3472222222222222
2024-02-04 00:00:00 +0000 +0000,1,67,28.9151785714285714
2017-06-08 00:00:00 +0000 +0000,1,57,27.8641114982578397
2022-04-12 00:00:00 +0000 +0000,1,78,28.7098540145985401
2022-12-12 00:00:00 +0000 +0000,1,72,31.2950617283950617
2020-01-10 00:00:00 +0000 +0000,6,74,33.9409722222222222
2016-08-20 00:00:00 +0000 +0000,4,60,32.4647887323943662
2020-04-20 00:00:00 +0000 +0000,1,24,10.5574912891986063
2018-05-17 00:00:00 +0000 +0000,1,51,20.9442508710801394
2018-08-04 00:00:00 +0000 +0000,1,38,20.7630662020905923
2020-03-03 00:00:00 +0000 +0000,4,90,35.1845018450184502
2019-08-23 00:00:00 +0000 +0000,1,57,25.2777777777777778
2017-04-20 00:00:00 +0000 +0000,1,69,29.4718309859154930
2018-02-23 00:00:00 +0000 +0000,1,69,29.0244755244755245
2019-06-19 00:00:00 +0000 +0000,1,63,30.3816254416961131
2019-01-04 00:00:00 +0000 +0000,8,60,28.0557491289198606
2018-10-22 00:00:00 +0000 +0000,1,56,22.2315789473684211
2016-12-03 00:00:00 +0000 +0000,1,62,26.0452961672473868
2019-07-24 00:00:00 +0000 +0000,1,51,26.1145833333333333
2015-10-26 00:00:00 +0000 +0000,1,65,27.9350180505415162
2024-02-03 00:00:00 +0000 +0000,1,72,29.9441233140655106
2017-03-13 00:00:00 +0000 +0000,1,57,28.1777003484320557
2015-12-23 00:00:00 +0000 +0000,1,74,33.8854166666666667
2017-08-29 00:00:00 +0000 +0000,1,49,16.4590747330960854
2024-01-30 00:00:00 +0000 +0000,1,80,39.5580524344569288
2022-07-21 00:00:00 +0000 +0000,1,62,25.9302899444787168
2020-11-16 00:00:00 +0000 +0000,1,65,24.9722222222222222
2017-12-13 00:00:00 +0000 +0000,1,67,26.9964664310954064
2017-07-18 00:00:00 +0000 +0000,1,71,27.3266932270916335
2018-03-18 00:00:00 +0000 +0000,1,40,18.4678571428571429
2016-08-09 00:00:00 +0000 +0000,1,62,29.4817518248175182
2021-12-20 00:00:00 +0000 +0000,1,63,27.6608391608391608
2021-03-15 00:00:00 +0000 +0000,2,63,33.7361111111111111
2018-09-24 00:00:00 +0000 +0000,1,58,23.3906810035842294
2015-11-04 00:00:00 +0000 +0000,1,74,34.4596491228070175
2021-09-12 00:00:00 +0000 +0000,1,49,24.1071428571428571
2019-12-26 00:00:00 +0000 +0000,9,74,38.8146853146853147
2021-04-15 00:00:00 +0000 +0000,2,63,24.5347222222222222
2022-07-08 00:00:00 +0000 +0000,1,47,19.7450617283950617
2019-08-17 00:00:00 +0000 +0000,1,51,16.8229166666666667
2017-11-04 00:00:00 +0000 +0000,4,59,27.1458333333333333
2016-05-01 00:00:00 +0000 +0000,1,42,14.0418118466898955
2023-12-15 00:00:00 +0000 +0000,1,83,38.0601719197707736
2019-10-03 00:00:00 +0000 +0000,1,65,29.3159722222222222
2019-09-08 00:00:00 +0000 +0000,1,45,20.3020833333333333
2022-06-17 00:00:00 +0000 +0000,1,65,30.0629827688651218
2019-12-18 00:00:00 +0000 +0000,8,72,32.9375000000000000
2016-02-29 00:00:00 +0000 +0000,2,71,30.8472222222222222
2018-05-14 00:00:00 +0000 +0000,1,60,27.5000000000000000
2022-04-15 00:00:00 +0000 +0000,1,78,29.6331538001196888
2020-03-12 00:00:00 +0000 +0000,4,72,31.9097472924187726
2019-10-25 00:00:00 +0000 +0000,2,74,32.9330985915492958
2019-03-26 00:00:00 +0000 +0000,22,58,46.4615384615384615
2016-05-23 00:00:00 +0000 +0000,1,63,30.0139372822299652
2016-02-24 00:00:00 +0000 +0000,2,83,39.6829268292682927
2019-05-26 00:00:00 +0000 +0000,1,45,13.4860139860139860
2019-12-13 00:00:00 +0000 +0000,9,69,34.5389830508474576
2016-02-22 00:00:00 +0000 +0000,1,71,31.2949640287769784
2020-12-17 00:00:00 +0000 +0000,6,65,32.2543554006968641
2021-02-15 00:00:00 +0000 +0000,17,53,35.1631944444444444
2019-03-12 00:00:00 +0000 +0000,1,76,34.5281690140845070
2018-09-20 00:00:00 +0000 +0000,1,58,24.9543859649122807
2020-04-22 00:00:00 +0000 +0000,1,29,12.8327526132404181
2023-07-06 00:00:00 +0000 +0000,1,69,32.1963788300835655
2016-11-23 00:00:00 +0000 +0000,1,72,27.4982578397212544
