trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2019-03-18 00:00:00 +0000 +0000,1,54,24.0565371024734982
2018-06-05 00:00:00 +0000 +0000,1,60,25.1643356643356643
2022-07-01 00:00:00 +0000 +0000,1,62,32.8862973760932945
2017-12-06 00:00:00 +0000 +0000,1,63,27.4444444444444444
2023-10-19 00:00:00 +0000 +0000,1,81,35.0648967551622419
2019-06-04 00:00:00 +0000 +0000,1,56,22.7937743190661479
2019-01-16 00:00:00 +0000 +0000,2,63,26.0070175438596491
2023-04-25 00:00:00 +0000 +0000,1,78,43.9205020920502092
2021-10-14 00:00:00 +0000 +0000,1,72,34.1684587813620072
2022-05-06 00:00:00 +0000 +0000,1,49,18.5066747572815534
2018-08-06 00:00:00 +0000 +0000,1,54,23.6079136690647482
2023-05-13 00:00:00 +0000 +0000,1,65,27.9470588235294118
2017-11-16 00:00:00 +0000 +0000,1,57,24.2816901408450704
2016-05-22 00:00:00 +0000 +0000,1,47,21.6035087719298246
2018-07-20 00:00:00 +0000 +0000,1,54,24.2777777777777778
2016-02-03 00:00:00 +0000 +0000,2,90,41.7536231884057971
2019-08-01 00:00:00 +0000 +0000,1,53,23.9166666666666667
2016-07-19 00:00:00 +0000 +0000,2,65,33.6097560975609756
2021-06-28 00:00:00 +0000 +0000,1,63,33.1562500000000000
2015-11-05 00:00:00 +0000 +0000,1,74,33.2822299651567944
2023-12-30 00:00:00 +0000 +0000,1,67,26.2620689655172414
2023-04-17 00:00:00 +0000 +0000,1,83,32.3929539295392954
2020-08-16 00:00:00 +0000 +0000,1,31,16.2013888888888889
2019-01-08 00:00:00 +0000 +0000,9,58,28.8020833333333333
2023-03-24 00:00:00 +0000 +0000,1,83,28.0165061898211829
2022-01-21 00:00:00 +0000 +0000,4,90,39.5173611111111111
2020-01-01 00:00:00 +0000 +0000,2,33,14.7272727272727273
2023-08-09 00:00:00 +0000 +0000,1,72,31.0178343949044586
2023-10-07 00:00:00 +0000 +0000,1,65,29.5065885797950220
2023-06-09 00:00:00 +0000 +0000,1,78,39.2062256809338521
2019-04-16 00:00:00 +0000 +0000,4,54,34.2543352601156069
2024-02-09 00:00:00 +0000 +0000,1,83,36.4827127659574468
2023-01-30 00:00:00 +0000 +0000,1,76,35.4924242424242424
2023-05-26 00:00:00 +0000 +0000,1,74,35.1200000000000000
2018-01-21 00:00:00 +0000 +0000,1,51,20.3541666666666667
2016-02-19 00:00:00 +0000 +0000,2,71,33.7118055555555556
2019-12-02 00:00:00 +0000 +0000,2,69,28.9326241134751773
2019-07-10 00:00:00 +0000 +0000,1,49,24.7361111111111111
2019-07-16 00:00:00 +0000 +0000,1,51,22.3645833333333333
2018-10-30 00:00:00 +0000 +0000,1,58,22.9409722222222222
2023-12-23 00:00:00 +0000 +0000,1,69,29.6056338028169014
2015-12-04 00:00:00 +0000 +0000,1,85,35.9032258064516129
2023-10-21 00:00:00 +0000 +0000,1,69,30.7220708446866485
2020-01-29 00:00:00 +0000 +0000,6,83,35.2906574394463668
2015-09-09 00:00:00 +0000 +0000,2,67,36.6388888888888889
2020-02-29 00:00:00 +0000 +0000,4,58,34.1527777777777778
2016-06-01 00:00:00 +0000 +0000,4,71,38.8923611111111111
2022-08-04 00:00:00 +0000 +0000,1,69,28.4140995260663507
2018-03-28 00:00:00 +0000 +0000,2,63,27.5087108013937282
2018-02-11 00:00:00 +0000 +0000,1,56,20.1993006993006993
2023-11-18 00:00:00 +0000 +0000,1,72,34.4420190995907231
2016-07-29 00:00:00 +0000 +0000,2,72,36.3122807017543860
2020-06-20 00:00:00 +0000 +0000,1,54,13.3439716312056738
2024-04-25 00:00:00 +0000 +0000,1,74,36.7322946175637394
2019-04-05 00:00:00 +0000 +0000,1,65,30.7535211267605634
2017-12-24 00:00:00 +0000 +0000,1,44,13.4027777777777778
2022-03-20 00:00:00 +0000 +0000,6,31,18.2777777777777778
2022-03-10 00:00:00 +0000 +0000,2,33,19.6006944444444444
2024-02-14 00:00:00 +0000 +0000,1,90,40.5955056179775281
2022-03-25 00:00:00 +0000 +0000,1,74,33.1665653495440729
2016-10-08 00:00:00 +0000 +0000,1,62,29.1215277777777778
2022-10-09 00:00:00 +0000 +0000,1,54,20.6557734204793028
2023-07-12 00:00:00 +0000 +0000,1,76,35.3485045513654096
2023-11-16 00:00:00 +0000 +0000,1,83,40.0690087829360100
2023-10-06 00:00:00 +0000 +0000,1,74,43.1225225225225225
2021-07-13 00:00:00 +0000 +0000,1,62,31.1423611111111111
2023-05-21 00:00:00 +0000 +0000,1,60,28.1175616835994194
2015-11-17 00:00:00 +0000 +0000,1,85,36.2078853046594982
2017-05-21 00:00:00 +0000 +0000,1,44,21.2847222222222222
2016-12-22 00:00:00 +0000 +0000,8,78,35.0350877192982456
2024-05-12 00:00:00 +0000 +0000,1,72,33.6680613668061367
2021-03-31 00:00:00 +0000 +0000,4,58,31.4861111111111111
2023-09-29 00:00:00 +0000 +0000,1,74,35.5467224546722455
2021-09-05 00:00:00 +0000 +0000,1,45,22.2430555555555556
2020-12-05 00:00:00 +0000 +0000,2,18,8.1805555555555556
2019-02-18 00:00:00 +0000 +0000,1,60,23.2777777777777778
2018-09-19 00:00:00 +0000 +0000,1,58,23.5609756097560976
2021-05-03 00:00:00 +0000 +0000,1,24,11.6215277777777778
2022-05-14 00:00:00 +0000 +0000,1,69,30.2657480314960630
2023-03-10 00:00:00 +0000 +0000,1,72,34.7519582245430809
2020-11-14 00:00:00 +0000 +0000,1,60,27.1914893617021277
2016-08-17 00:00:00 +0000 +0000,1,90,41.8631578947368421
2020-05-26 00:00:00 +0000 +0000,1,11,4.3402777777777778
2023-07-22 00:00:00 +0000 +0000,1,53,25.2759900990099010
2020-06-24 00:00:00 +0000 +0000,4,56,27.1403508771929825
2018-02-20 00:00:00 +0000 +0000,2,62,28.3591549295774648
2024-02-19 00:00:00 +0000 +0000,1,81,31.8563829787234043
2020-11-12 00:00:00 +0000 +0000,2,60,26.9826388888888889
2015-12-30 00:00:00 +0000 +0000,6,81,43.5127272727272727
2020-02-10 00:00:00 +0000 +0000,2,63,29.7735191637630662
2017-09-20 00:00:00 +0000 +0000,1,63,27.8978723404255319
2023-02-26 00:00:00 +0000 +0000,1,54,18.2907801418439716
2022-06-12 00:00:00 +0000 +0000,1,38,17.3618215845290081
2024-02-23 00:00:00 +0000 +0000,1,81,35.8260869565217391
2019-08-12 00:00:00 +0000 +0000,1,35,14.1145833333333333
2019-05-11 00:00:00 +0000 +0000,1,56,22.0580357142857143
2017-01-24 00:00:00 +0000 +0000,9,59,30.4064748201438849
2016-10-30 00:00:00 +0000 +0000,1,51,19.8989547038327526
2019-06-09 00:00:00 +0000 +0000,1,18,7.8586572438162544
2019-12-21 00:00:00 +0000 +0000,2,58,28.5310344827586207
2018-10-14 00:00:00 +0000 +0000,1,47,18.2195121951219512
2016-01-01 00:00:00 +0000 +0000,8,54,24.1805555555555556
2022-09-06 00:00:00 +0000 +0000,1,72,31.1179361179361179
2023-06-11 00:00:00 +0000 +0000,1,58,26.0724381625441696
2021-12-18 00:00:00 +0000 +0000,2,67,34.5902777777777778
2021-11-12 00:00:00 +0000 +0000,1,76,36.3159722222222222
2020-04-29 00:00:00 +0000 +0000,1,31,13.3614035087719298
2020-12-03 00:00:00 +0000 +0000,4,63,29.0522648083623693
2023-07-07 00:00:00 +0000 +0000,1,69,33.0277410832232497
2017-08-14 00:00:00 +0000 +0000,1,54,25.7434944237918216
2023-05-03 00:00:00 +0000 +0000,1,74,36.8076416337285903
2017-06-01 00:00:00 +0000 +0000,1,54,24.6118881118881119
2016-02-18 00:00:00 +0000 +0000,4,76,37.8466898954703833
2019-09-25 00:00:00 +0000 +0000,1,54,26.3403508771929825
2019-06-06 00:00:00 +0000 +0000,1,31,13.4631578947368421
2018-08-07 00:00:00 +0000 +0000,1,54,24.3728222996515679
2017-06-21 00:00:00 +0000 +0000,1,59,26.8100358422939068
2022-10-16 00:00:00 +0000 +0000,1,54,19.7319719208679004
2017-09-04 00:00:00 +0000 +0000,1,24,9.5035460992907801
2024-04-12 00:00:00 +0000 +0000,1,54,28.1614349775784753
2022-01-13 00:00:00 +0000 +0000,6,56,26.9236111111111111
2018-10-01 00:00:00 +0000 +0000,2,56,25.4491228070175439
2023-11-11 00:00:00 +0000 +0000,1,89,36.9681274900398406
2021-04-02 00:00:00 +0000 +0000,4,74,38.3645833333333333
2019-01-07 00:00:00 +0000 +0000,9,67,28.5243055555555556
2018-06-14 00:00:00 +0000 +0000,1,47,14.8954703832752613
2020-08-20 00:00:00 +0000 +0000,2,58,29.9548611111111111
2020-07-22 00:00:00 +0000 +0000,4,60,30.4059829059829060
2017-12-21 00:00:00 +0000 +0000,1,73,31.1480144404332130
2017-11-03 00:00:00 +0000 +0000,1,61,24.8118466898954704
2022-02-21 00:00:00 +0000 +0000,1,62,26.6188811188811189
2021-05-18 00:00:00 +0000 +0000,2,83,37.6773049645390071
2015-12-01 00:00:00 +0000 +0000,1,76,32.5739436619718310
2015-09-25 00:00:00 +0000 +0000,1,60,22.6736111111111111
2022-11-20 00:00:00 +0000 +0000,1,62,21.5651006711409396
2022-07-15 00:00:00 +0000 +0000,1,26,9.7957746478873239
2017-09-27 00:00:00 +0000 +0000,1,63,27.8048780487804878
2023-06-25 00:00:00 +0000 +0000,1,35,14.4043165467625899
2020-07-11 00:00:00 +0000 +0000,2,44,22.1284722222222222
2021-10-09 00:00:00 +0000 +0000,2,63,36.7909407665505226
2017-07-16 00:00:00 +0000 +0000,1,35,18.5862068965517241
2023-02-17 00:00:00 +0000 +0000,1,76,30.8929016189290162
2017-07-02 00:00:00 +0000 +0000,1,29,11.7202797202797203
2020-03-07 00:00:00 +0000 +0000,4,60,30.8118466898954704
2023-07-24 00:00:00 +0000 +0000,1,71,30.8768656716417910
2022-04-17 00:00:00 +0000 +0000,1,53,19.3574969021065675
2020-04-23 00:00:00 +0000 +0000,1,17,8.3240418118466899
2023-12-25 00:00:00 +0000 +0000,1,78,31.1181818181818182
2019-12-29 00:00:00 +0000 +0000,8,42,21.2361111111111111
2020-02-12 00:00:00 +0000 +0000,9,65,34.2916666666666667
2021-05-09 00:00:00 +0000 +0000,1,8,2.7824561403508772
2022-06-08 00:00:00 +0000 +0000,1,65,29.1277641277641278
2020-05-02 00:00:00 +0000 +0000,1,18,6.6701388888888889
2017-03-16 00:00:00 +0000 +0000,1,51,26.1690140845070423
2020-11-03 00:00:00 +0000 +0000,1,65,29.4062500000000000
2015-11-22 00:00:00 +0000 +0000,1,56,21.5208333333333333
2020-09-25 00:00:00 +0000 +0000,2,65,31.8437500000000000
2017-07-25 00:00:00 +0000 +0000,1,53,26.1653543307086614
2019-12-20 00:00:00 +0000 +0000,4,72,33.3611111111111111
2022-05-26 00:00:00 +0000 +0000,1,78,33.5593536357986327
2020-12-07 00:00:00 +0000 +0000,2,71,32.7708333333333333
2019-12-31 00:00:00 +0000 +0000,6,62,32.1184668989547038
2022-07-17 00:00:00 +0000 +0000,1,29,11.9014510278113664
2015-09-20 00:00:00 +0000 +0000,1,26,9.3146853146853147
2023-01-14 00:00:00 +0000 +0000,1,58,24.0162601626016260
2018-04-15 00:00:00 +0000 +0000,1,53,24.0868055555555556
2018-03-31 00:00:00 +0000 +0000,1,49,24.3321678321678322
2022-11-21 00:00:00 +0000 +0000,1,74,35.7856093979441997
2017-04-30 00:00:00 +0000 +0000,1,49,26.1293706293706294
2021-10-17 00:00:00 +0000 +0000,2,49,23.9049295774647887
2022-04-25 00:00:00 +0000 +0000,1,76,29.2014431749849669
2021-06-09 00:00:00 +0000 +0000,2,62,32.9032258064516129
2021-09-22 00:00:00 +0000 +0000,2,72,36.2148148148148148
2023-01-29 00:00:00 +0000 +0000,1,62,25.8633377135348226
2019-10-13 00:00:00 +0000 +0000,1,53,21.7743055555555556
2024-03-21 00:00:00 +0000 +0000,1,89,35.4041994750656168
2019-01-09 00:00:00 +0000 +0000,6,58,26.8846153846153846
2020-03-31 00:00:00 +0000 +0000,2,20,10.3611111111111111
2018-03-25 00:00:00 +0000 +0000,1,45,19.7979094076655052
2020-03-06 00:00:00 +0000 +0000,6,67,35.8873239436619718
2017-12-14 00:00:00 +0000 +0000,1,61,25.3941605839416058
2016-06-02 00:00:00 +0000 +0000,4,74,42.1637630662020906
2019-08-24 00:00:00 +0000 +0000,1,49,22.9479166666666667
2018-04-26 00:00:00 +0000 +0000,1,60,28.4425087108013937
2015-09-17 00:00:00 +0000 +0000,1,81,39.0522648083623693
2021-08-20 00:00:00 +0000 +0000,1,67,32.2638888888888889
2019-02-11 00:00:00 +0000 +0000,1,58,23.7915194346289753
2018-06-09 00:00:00 +0000 +0000,1,42,19.7754385964912281
2017-02-21 00:00:00 +0000 +0000,1,56,26.0729166666666667
2023-04-26 00:00:00 +0000 +0000,1,74,33.0974632843791722
2016-08-21 00:00:00 +0000 +0000,1,40,19.2350877192982456
2019-08-26 00:00:00 +0000 +0000,1,54,25.3680555555555556
2018-01-04 00:00:00 +0000 +0000,1,57,23.6411149825783972
2022-05-31 00:00:00 +0000 +0000,1,72,31.7714972940469032
2016-11-09 00:00:00 +0000 +0000,1,65,25.2570422535211268
2022-12-21 00:00:00 +0000 +0000,1,80,34.1991701244813278
2022-07-22 00:00:00 +0000 +0000,1,63,26.9339339339339339
2016-09-07 00:00:00 +0000 +0000,1,69,29.9512195121951220
2019-09-17 00:00:00 +0000 +0000,1,58,26.3784722222222222
2023-08-15 00:00:00 +0000 +0000,1,69,29.1053333333333333
2019-05-02 00:00:00 +0000 +0000,2,65,31.6466431095406360
2018-12-09 00:00:00 +0000 +0000,1,44,15.5069444444444444
2024-05-30 00:00:00 +0000 +0000,1,76,36.8250000000000000
2023-01-04 00:00:00 +0000 +0000,1,87,31.6802631578947368
2016-06-09 00:00:00 +0000 +0000,1,65,29.9611307420494700
2019-12-12 00:00:00 +0000 +0000,6,67,31.6944444444444444
2021-09-27 00:00:00 +0000 +0000,1,65,30.4385964912280702
2016-02-12 00:00:00 +0000 +0000,6,89,40.8229166666666667
2020-09-22 00:00:00 +0000 +0000,4,62,29.8576388888888889
2018-09-21 00:00:00 +0000 +0000,1,60,25.4487179487179487
2016-10-09 00:00:00 +0000 +0000,1,49,20.5017421602787456
2019-07-31 00:00:00 +0000 +0000,1,53,22.3576388888888889
2021-10-03 00:00:00 +0000 +0000,1,49,22.8916083916083916
2021-09-15 00:00:00 +0000 +0000,1,71,33.6219512195121951
2019-12-01 00:00:00 +0000 +0000,2,49,23.1236749116607774
2019-10-08 00:00:00 +0000 +0000,4,72,35.9791666666666667
2019-04-10 00:00:00 +0000 +0000,2,54,27.9403508771929825
2023-09-18 00:00:00 +0000 +0000,1,76,31.5734536082474227
2021-05-21 00:00:00 +0000 +0000,2,76,41.4599303135888502
2017-11-20 00:00:00 +0000 +0000,1,69,30.0077519379844961
2022-06-21 00:00:00 +0000 +0000,1,63,28.0084694494857834
2020-11-05 00:00:00 +0000 +0000,6,63,35.7560975609756098
2023-07-04 00:00:00 +0000 +0000,1,69,28.2910052910052910
2023-05-16 00:00:00 +0000 +0000,1,72,35.4067321178120617
2017-04-23 00:00:00 +0000 +0000,1,47,18.0284697508896797
2015-10-23 00:00:00 +0000 +0000,4,90,42.0740740740740741
2019-04-26 00:00:00 +0000 +0000,1,63,29.0456140350877193
2021-07-25 00:00:00 +0000 +0000,1,20,9.4250871080139373
2019-09-01 00:00:00 +0000 +0000,1,44,18.5699300699300699
2019-01-03 00:00:00 +0000 +0000,1,69,30.2299651567944251
2021-09-20 00:00:00 +0000 +0000,1,65,32.1274900398406375
2022-01-12 00:00:00 +0000 +0000,13,65,36.7395833333333333
2022-03-17 00:00:00 +0000 +0000,1,85,40.3645833333333333
2022-09-16 00:00:00 +0000 +0000,1,80,32.6495037220843672
2021-07-09 00:00:00 +0000 +0000,1,67,33.0526315789473684
2021-05-27 00:00:00 +0000 +0000,4,71,34.3298611111111111
2024-05-28 00:00:00 +0000 +0000,1,72,34.0597826086956522
2019-01-18 00:00:00 +0000 +0000,1,67,27.1184668989547038
2023-07-15 00:00:00 +0000 +0000,1,47,23.9449877750611247
2021-08-11 00:00:00 +0000 +0000,2,65,31.1071428571428571
2024-04-05 00:00:00 +0000 +0000,1,87,40.4452347083926031
2020-07-17 00:00:00 +0000 +0000,4,58,29.0243055555555556
2017-10-15 00:00:00 +0000 +0000,1,53,22.7395833333333333
2016-02-16 00:00:00 +0000 +0000,2,80,36.3962962962962963
2016-04-11 00:00:00 +0000 +0000,2,67,35.9812030075187970
2021-08-03 00:00:00 +0000 +0000,1,69,32.2777777777777778
2020-02-19 00:00:00 +0000 +0000,6,65,31.2299651567944251
2020-02-13 00:00:00 +0000 +0000,6,67,31.6041666666666667
2016-11-27 00:00:00 +0000 +0000,1,51,18.9409722222222222
2016-05-07 00:00:00 +0000 +0000,2,74,38.7909407665505226
2018-08-20 00:00:00 +0000 +0000,1,13,4.3449477351916376
2020-09-01 00:00:00 +0000 +0000,2,63,30.4618055555555556
2020-07-04 00:00:00 +0000 +0000,4,42,22.9270833333333333
2017-09-11 00:00:00 +0000 +0000,1,56,27.0428015564202335
2022-03-23 00:00:00 +0000 +0000,1,71,34.8772727272727273
2018-11-13 00:00:00 +0000 +0000,2,62,28.7630662020905923
2017-04-01 00:00:00 +0000 +0000,1,51,24.8257839721254355
2023-05-08 00:00:00 +0000 +0000,1,81,35.8318965517241379
2019-10-29 00:00:00 +0000 +0000,2,36,16.1805555555555556
2024-03-27 00:00:00 +0000 +0000,1,65,26.6492434662998624
2019-12-27 00:00:00 +0000 +0000,8,78,37.0627177700348432
2022-11-01 00:00:00 +0000 +0000,1,76,32.1467889908256881
2022-12-14 00:00:00 +0000 +0000,1,80,32.4303278688524590
2016-03-12 00:00:00 +0000 +0000,2,67,35.8536585365853659
2020-08-28 00:00:00 +0000 +0000,6,65,32.2986111111111111
2017-01-06 00:00:00 +0000 +0000,2,90,36.3658536585365854
2019-12-15 00:00:00 +0000 +0000,1,45,19.4076655052264808
2017-04-15 00:00:00 +0000 +0000,1,49,25.7073170731707317
2022-01-05 00:00:00 +0000 +0000,2,60,26.3611111111111111
2024-04-13 00:00:00 +0000 +0000,1,51,21.0500000000000000
2017-01-23 00:00:00 +0000 +0000,11,56,29.3993055555555556
2023-12-03 00:00:00 +0000 +0000,1,63,22.9321573948439620
2022-04-30 00:00:00 +0000 +0000,1,53,22.3561064087061669
2021-12-27 00:00:00 +0000 +0000,1,69,28.9366197183098592
2020-11-28 00:00:00 +0000 +0000,1,49,19.7361111111111111
2020-04-06 00:00:00 +0000 +0000,4,20,11.4507042253521127
2019-04-28 00:00:00 +0000 +0000,1,60,21.5644599303135889
2017-02-22 00:00:00 +0000 +0000,1,54,24.9965277777777778
2018-09-30 00:00:00 +0000 +0000,1,36,17.0139372822299652
2018-09-08 00:00:00 +0000 +0000,11,60,37.4530386740331492
2021-08-06 00:00:00 +0000 +0000,2,69,33.1254355400696864
2019-09-18 00:00:00 +0000 +0000,1,62,27.3588850174216028
2022-06-29 00:00:00 +0000 +0000,1,62,27.3141486810551559
2023-12-16 00:00:00 +0000 +0000,1,78,37.3653136531365314
2023-05-14 00:00:00 +0000 +0000,1,31,5.7910447761194030
2019-05-16 00:00:00 +0000 +0000,1,58,23.0874125874125874
2020-10-25 00:00:00 +0000 +0000,2,42,19.0156862745098039
2023-11-22 00:00:00 +0000 +0000,1,90,39.8089725036179450
2021-01-06 00:00:00 +0000 +0000,2,63,28.5104166666666667
2020-07-20 00:00:00 +0000 +0000,1,54,26.5416666666666667
2018-07-27 00:00:00 +0000 +0000,1,71,27.3135888501742160
2016-11-15 00:00:00 +0000 +0000,1,69,29.5000000000000000
2023-03-16 00:00:00 +0000 +0000,1,80,37.7322834645669291
2023-11-08 00:00:00 +0000 +0000,1,80,35.2309941520467836
2016-11-24 00:00:00 +0000 +0000,1,72,29.2752613240418118
2017-03-11 00:00:00 +0000 +0000,1,51,25.6666666666666667
2022-06-18 00:00:00 +0000 +0000,1,58,25.2644287396937574
2021-12-05 00:00:00 +0000 +0000,1,51,19.4305555555555556
2019-11-13 00:00:00 +0000 +0000,2,65,28.3680555555555556
2021-03-17 00:00:00 +0000 +0000,8,76,37.3229166666666667
2019-08-29 00:00:00 +0000 +0000,1,65,31.8923611111111111
2022-11-19 00:00:00 +0000 +0000,1,71,28.5259067357512953
2023-08-05 00:00:00 +0000 +0000,1,47,23.9135483870967742
2023-01-19 00:00:00 +0000 +0000,1,76,33.2065491183879093
2021-12-14 00:00:00 +0000 +0000,1,89,39.4035087719298246
2020-09-03 00:00:00 +0000 +0000,2,65,31.3239436619718310
2015-11-09 00:00:00 +0000 +0000,1,71,26.5749128919860627
2021-12-10 00:00:00 +0000 +0000,1,80,37.9475524475524476
2019-09-16 00:00:00 +0000 +0000,1,58,24.8784722222222222
2023-08-08 00:00:00 +0000 +0000,1,71,32.0719225449515906
2016-07-26 00:00:00 +0000 +0000,2,63,30.7887323943661972
2016-04-19 00:00:00 +0000 +0000,2,67,37.1145833333333333
2019-02-14 00:00:00 +0000 +0000,6,62,28.3506944444444444
2017-06-17 00:00:00 +0000 +0000,1,57,25.1824561403508772
2021-02-07 00:00:00 +0000 +0000,1,15,3.6620209059233449
2017-04-10 00:00:00 +0000 +0000,1,56,23.1546762589928058
2016-04-08 00:00:00 +0000 +0000,58,62,59.4285714285714286
2020-12-15 00:00:00 +0000 +0000,11,72,40.0243055555555556
2022-12-25 00:00:00 +0000 +0000,1,58,22.2919799498746867
2021-11-21 00:00:00 +0000 +0000,1,58,25.5069444444444444
2018-08-28 00:00:00 +0000 +0000,1,47,19.6538461538461538
2018-01-06 00:00:00 +0000 +0000,1,49,21.4773519163763066
2023-10-16 00:00:00 +0000 +0000,1,85,37.1752136752136752
2021-05-07 00:00:00 +0000 +0000,1,26,12.0451388888888889
2016-11-08 00:00:00 +0000 +0000,1,69,26.4860139860139860
2016-10-04 00:00:00 +0000 +0000,1,60,27.3601398601398601
2021-10-23 00:00:00 +0000 +0000,1,63,36.4672131147540984
2015-10-29 00:00:00 +0000 +0000,1,35,13.0555555555555556
2020-05-16 00:00:00 +0000 +0000,1,15,7.7520661157024793
2018-04-29 00:00:00 +0000 +0000,1,44,20.6267605633802817
2022-09-01 00:00:00 +0000 +0000,1,72,30.6662584200857318
2021-09-21 00:00:00 +0000 +0000,1,72,35.1564885496183206
2024-02-24 00:00:00 +0000 +0000,1,71,33.4460856720827179
2023-09-05 00:00:00 +0000 +0000,1,72,34.6617449664429530
2020-12-26 00:00:00 +0000 +0000,2,15,6.5208333333333333
2022-03-13 00:00:00 +0000 +0000,6,35,15.6562500000000000
2024-04-03 00:00:00 +0000 +0000,1,87,35.1997146932952924
2020-10-29 00:00:00 +0000 +0000,2,27,15.8750000000000000
2019-02-20 00:00:00 +0000 +0000,2,63,27.7412587412587413
2021-09-13 00:00:00 +0000 +0000,1,65,29.9630996309963100
2016-07-17 00:00:00 +0000 +0000,1,36,15.7874564459930314
2019-07-21 00:00:00 +0000 +0000,1,31,14.6979166666666667
2017-11-28 00:00:00 +0000 +0000,1,61,23.9642857142857143
2019-10-05 00:00:00 +0000 +0000,4,60,30.7282229965156794
2018-09-10 00:00:00 +0000 +0000,1,56,24.3074074074074074
2024-05-21 00:00:00 +0000 +0000,1,72,35.2849315068493151
2016-10-17 00:00:00 +0000 +0000,2,72,31.3693379790940767
2024-04-23 00:00:00 +0000 +0000,1,54,19.8913907284768212
2023-04-10 00:00:00 +0000 +0000,1,83,34.8841201716738197
2020-10-01 00:00:00 +0000 +0000,2,71,32.3867595818815331
2015-10-13 00:00:00 +0000 +0000,4,72,36.3658536585365854
2024-02-20 00:00:00 +0000 +0000,1,80,36.0091503267973856
2023-11-26 00:00:00 +0000 +0000,1,54,18.0782608695652174
2020-09-09 00:00:00 +0000 +0000,2,62,29.3807829181494662
2015-09-30 00:00:00 +0000 +0000,8,72,41.4703832752613240
2024-04-04 00:00:00 +0000 +0000,1,85,41.1856946354883081
2022-04-06 00:00:00 +0000 +0000,1,74,27.3996151379089160
2016-04-10 00:00:00 +0000 +0000,38,58,50.3580246913580247
2019-11-28 00:00:00 +0000 +0000,2,65,29.7979094076655052
2020-04-12 00:00:00 +0000 +0000,1,31,9.5909090909090909
2020-01-08 00:00:00 +0000 +0000,15,74,36.8819444444444444
2018-06-04 00:00:00 +0000 +0000,1,56,23.5833333333333333
2016-10-19 00:00:00 +0000 +0000,1,67,27.4491228070175439
2017-11-10 00:00:00 +0000 +0000,1,65,25.9687500000000000
2022-04-07 00:00:00 +0000 +0000,1,80,27.8686310620012277
2020-08-27 00:00:00 +0000 +0000,2,62,29.4097222222222222
2017-09-22 00:00:00 +0000 +0000,1,61,30.0996168582375479
2022-03-26 00:00:00 +0000 +0000,1,69,31.5451197053406998
2015-11-13 00:00:00 +0000 +0000,2,80,33.8706293706293706
2023-06-19 00:00:00 +0000 +0000,1,72,35.9905020352781547
2017-10-06 00:00:00 +0000 +0000,1,63,28.5208333333333333
2018-07-22 00:00:00 +0000 +0000,1,27,12.6875000000000000
2017-09-12 00:00:00 +0000 +0000,1,59,30.1225296442687747
2016-03-18 00:00:00 +0000 +0000,4,81,38.9612676056338028
2018-05-30 00:00:00 +0000 +0000,1,58,22.5868055555555556
2017-08-10 00:00:00 +0000 +0000,1,54,25.7786885245901639
2023-12-19 00:00:00 +0000 +0000,1,81,34.9773413897280967
2023-05-28 00:00:00 +0000 +0000,1,44,17.8087349397590361
2022-01-15 00:00:00 +0000 +0000,4,45,23.1631944444444444
2017-08-24 00:00:00 +0000 +0000,1,56,26.8239436619718310
2023-06-10 00:00:00 +0000 +0000,1,72,37.5533854166666667
2020-08-08 00:00:00 +0000 +0000,2,42,21.4444444444444444
2022-07-27 00:00:00 +0000 +0000,1,65,28.2418772563176895
2015-11-11 00:00:00 +0000 +0000,1,74,32.9444444444444444
2021-05-30 00:00:00 +0000 +0000,1,6,2.4618055555555556
2019-10-21 00:00:00 +0000 +0000,1,62,25.3173431734317343
2017-05-03 00:00:00 +0000 +0000,1,56,27.5347222222222222
2016-05-29 00:00:00 +0000 +0000,1,54,28.9128919860627178
2021-06-13 00:00:00 +0000 +0000,1,15,3.8819444444444444
2024-01-18 00:00:00 +0000 +0000,1,81,36.2824010914051842
2021-07-22 00:00:00 +0000 +0000,1,27,12.4340277777777778
2020-01-09 00:00:00 +0000 +0000,9,71,34.6271777003484321
2016-01-12 00:00:00 +0000 +0000,2,76,40.2812500000000000
2020-02-18 00:00:00 +0000 +0000,6,65,31.5644599303135889
2020-07-02 00:00:00 +0000 +0000,4,62,30.3541666666666667
2022-09-13 00:00:00 +0000 +0000,1,67,29.2707450030284676
2018-10-15 00:00:00 +0000 +0000,1,58,23.1289198606271777
2018-01-01 00:00:00 +0000 +0000,1,44,11.7942238267148014
2019-04-01 00:00:00 +0000 +0000,1,60,22.3006993006993007
2016-02-09 00:00:00 +0000 +0000,4,78,36.0659722222222222
2022-11-14 00:00:00 +0000 +0000,1,74,29.9378461538461538
2023-11-07 00:00:00 +0000 +0000,1,80,34.9864682002706360
2019-06-27 00:00:00 +0000 +0000,2,60,30.8141263940520446
2021-12-25 00:00:00 +0000 +0000,1,62,32.7379032258064516
2018-04-16 00:00:00 +0000 +0000,1,56,25.4146341463414634
2017-05-19 00:00:00 +0000 +0000,1,36,16.7881944444444444
2020-01-06 00:00:00 +0000 +0000,15,80,44.4826388888888889
2019-02-01 00:00:00 +0000 +0000,8,69,32.9930555555555556
2016-07-21 00:00:00 +0000 +0000,1,63,32.6620209059233449
2019-04-15 00:00:00 +0000 +0000,4,49,22.1092896174863388
